IdSucursal,IdComercio,IdBandera,banderaDescripcion,comercioRazonSocial,provincia,localidad,dirección,lat,lng,sucursalNombre,sucursalTipo
15-1-1532,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cnel.M.Larrazabal 919",-34.64797820,-58.50632720,"1532 - Mataderos","Supermercado"
15-1-1533,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av De Los Corrales 6901",-34.66516860,-58.50334750,"1533 - Mataderos","Supermercado"
15-1-1534,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Avellaneda,"Cl 25 De Mayo 119",-34.66125800,-58.36413900,"1534 - Avellaneda","Supermercado"
15-1-1535,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Loberia,"Cl Suarez Garcia 101",-38.16069500,-58.78199000,"1535 - Loberia","Supermercado"
15-1-1536,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Bolivar,"Av Alsina 651",-36.23105600,-61.11308600,"1536 - Bolivar","Supermercado"
15-1-1538,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Alvarez Jonte 5730",-34.62785460,-58.51564250,"1538 - Villa Luro","Supermercado"
15-1-154,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Longchamps,"Cl Ricardo J Davel 1275",-34.86005050,-58.38493810,"154 - Longchamps","Autoservicio"
15-1-155,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Lanus,"Cl Eva Peron 3349",-34.72128490,-58.36292150,"155 - Lanus","Autoservicio"
15-1-156,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Virreyes,"Av Avellaneda 3348",-34.45894490,-58.56874110,"156 - Virreyes","Autoservicio"
15-1-157,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Ramos Mejia","Av Mayo 791",-34.64803530,-58.56419470,"157 - Ramos Mejia","Autoservicio"
15-1-158,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Boulogne,"Cl Sarratea 0",-34.50987190,-58.57756180,"158 - Boulogne","Autoservicio"
15-1-159,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Antonio De Areco","Cl Arellano 226",-34.24540400,-59.47247400,"159 - San Antonio De Areco","Autoservicio"
15-1-16,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Av. La Plata 564",-34.62157300,-58.42785880,"16 - Almagro","Autoservicio"
15-1-160,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Chilavert,"Cl Artigas Y Campichuelo 6015",-34.54465400,-58.56852300,"160 - Chilavert","Autoservicio"
15-1-161,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Olivos,"Av Maipu 2949",-34.50894270,-58.49182720,"161 - Olivos","Autoservicio"
15-1-162,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Saenz 769",-34.64932840,-58.41635190,"162 - Pompeya","Autoservicio"
15-1-163,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Ensenada,"Cl Bossigna 783",-34.85715450,-57.91681340,"163 - Ensenada","Autoservicio"
15-1-164,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Corrientes 1978",-34.60451300,-58.39495830,"164 - Balvanera","Autoservicio"
15-1-165,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Moreno,"Av Zapiola 529",-34.63896300,-58.73775100,"165 - Moreno","Autoservicio"
15-1-168,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Medrano 1235",-34.59499700,-58.41968750,"168 - Palermo","Autoservicio"
15-1-169,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Villa Tesei","Cl Nicolas Repetto 509",-34.62788040,-58.65671580,"169 - Villa Tesei","Autoservicio"
15-1-170,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Moreno,"Cl J.Alvarez 2669",-34.66644700,-58.81329400,"170 - Moreno","Autoservicio"
15-1-171,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Tigre,"Av Cazon 1270",-34.42557090,-58.57703300,"171 - Tigre","Autoservicio"
15-1-172,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Mar Del Plata","Cl 12 De Octubre 3444",-38.04198520,-57.54761810,"172 - Mar Del Plata","Autoservicio"
15-1-174,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Francisco Solano","Av 24 581",-34.79241400,-58.31021500,"174 - San Francisco Solano","Autoservicio"
15-1-176,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Coronel Brandsen","Cl Ituzaingo 0",-35.16900200,-58.23187500,"176 - Coronel Brandsen","Autoservicio"
15-1-177,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Francisco Alvarez","Av Semana De Mayo 1552",-34.63524700,-58.86094800,"177 - Francisco Alvarez","Autoservicio"
15-1-179,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Maq Francisco Savio","Cl Rt. 26 0",-34.40935300,-58.77173100,"179 - Maq Francisco Savio","Autoservicio"
15-1-180,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Loma Verde","Cl Guatambu 204",-34.81837830,-58.42571310,"180 - Loma Verde","Autoservicio"
15-1-1800,15,1,"Supermercados DIA","DIA Argentina S.A",AR-A,Salta,"Mitre 960",-24.77798490,-65.40990250,"1800 - Salta","Supermercado"
15-1-1801,15,1,"Supermercados DIA","DIA Argentina S.A",AR-A,Salta,"Ejercito Argentino 0",-24.71969300,-65.40613900,"1801 - Salta","Supermercado"
15-1-1802,15,1,"Supermercados DIA","DIA Argentina S.A",AR-A,Salta,"Av  Jose Contreras 0",-24.81154100,-65.42642700,"1802 - Salta","Supermercado"
15-1-1803,15,1,"Supermercados DIA","DIA Argentina S.A",AR-A,Salta,"Radio Patagonia 0",-24.84771400,-65.45062600,"1803 - Salta","Supermercado"
15-1-182,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Adrogue,"Cl Segui 750",-34.79976950,-58.39590920,"182 - Adrogue","Autoservicio"
15-1-183,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Santos Lugares","Cl Rodriguez Peã±A 1355",-34.59758560,-58.54235740,"183 - Santos Lugares","Autoservicio"
15-1-184,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Mar Del Plata","Cl San Juan 1254",-37.98761620,-57.56002500,"184 - Mar Del Plata","Autoservicio"
15-1-185,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Mar Del Plata","Av Pedro Luro 1602",-37.97423080,-57.59455950,"185 - Mar Del Plata","Autoservicio"
15-1-186,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Ingeniero Pablo Nogues","Cl R.197 2371",-34.49402800,-58.70491900,"186 - Ingeniero Pablo Nogues","Autoservicio"
15-1-187,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Villa Rosa","Cl Rt. 25 4150",-34.42054000,-58.86876200,"187 - Villa Rosa","Autoservicio"
15-1-189,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Rivadavia 3566",-34.61093090,-58.41681010,"189 - Almagro","Autoservicio"
15-1-19,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Justo","Cl Juan M.De Rosas 3634",-34.68303450,-58.55530090,"19 - San Justo","Autoservicio"
15-1-190,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Mar Del Plata","Cl Alberti 2151",-38.00897470,-57.54817420,"190 - Mar Del Plata","Autoservicio"
15-1-194,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Escobar,"Cl Tapia De Cruz 223",-34.34442980,-58.79162330,"194 - Escobar","Autoservicio"
15-1-197,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Jose Hernandez 2469",-34.56605540,-58.45413720,"197 - Belgrano","Autoservicio"
15-1-198,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Bolivar 953",-34.61907590,-58.37299260,"198 - San Telmo","Autoservicio"
15-1-199,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Maipu,"Cl Rivadavia 249",-36.86346400,-57.88021800,"199 - Maipu","Autoservicio"
15-1-2,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Andonaegui 2129",-34.57857670,-58.48715750,"2 - Villa Urquiza","Autoservicio"
15-1-20,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Alvarez Jonte 5240",-34.62354950,-58.51079560,"20 - Monte Castro","Autoservicio"
15-1-201,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Ranchos,"Cl L. Giles E H.Yrigoyen 2900",-35.51579900,-58.31688300,"201 - Ranchos","Autoservicio"
15-1-202,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Las Flores","Av S.Martin Entre G.Roca Y Sarmiento 827",-36.01868120,-59.09459840,"202 - Las Flores","Autoservicio"
15-1-203,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Lomas De Zamora","Cl Cosquin 2724",-34.70790510,-58.45869220,"203 - Lomas De Zamora","Autoservicio"
15-1-204,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Martin","Cl Moreno 1533",-34.53129500,-58.55511200,"204 - San Martin","Autoservicio"
15-1-205,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Varela 1189",-34.64233980,-58.45551960,"205 - Flores","Autoservicio"
15-1-206,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Forest 555",-34.58559580,-58.45355290,"206 - Chacarita","Autoservicio"
15-1-207,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Martin","Cl San Lorenzo 2956",-34.56987140,-58.54791560,"207 - San Martin","Autoservicio"
15-1-208,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Pedro Goyena 1373",-34.62736610,-58.44662350,"208 - Caballito","Autoservicio"
15-1-209,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Regimiento De Patricios 795",-34.63737620,-58.36970990,"209 - Barracas","Autoservicio"
15-1-21,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Jose Leon Suarez 30",-34.63957550,-58.52768510,"21 - Liniers","Autoservicio"
15-1-210,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Lomas De Zamora","Cl Claudio De Alas 2150",-34.72040950,-58.46286850,"210 - Lomas De Zamora","Autoservicio"
15-1-211,15,1,"Supermercados DIA","DIA Argentina S.A",AR-S,"Villa Constitucion","Av San Martin 1081",-33.22544200,-60.33234400,"211 - Villa Constitucion","Autoservicio"
15-1-212,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Mercedes,"Cl Alem 676",-34.65395100,-59.43236800,"212 - Mercedes","Autoservicio"
15-1-213,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Bragado,"Cl Pelegrini 1601",-35.11722450,-60.48587340,"213 - Bragado","Autoservicio"
15-1-214,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Guayaquil 887",-34.62187490,-58.44075320,"214 - Caballito","Autoservicio"
15-1-216,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Zarate,"Cl Almte Brown 247",-34.09803490,-59.02444000,"216 - Zarate","Autoservicio"
15-1-217,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Segurola 456",-34.63001760,-58.48735410,"217 - Velez Sarsfield","Autoservicio"
15-1-218,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Nazca 2542",-34.60643360,-58.48559760,"218 - Villa Del Parque","Autoservicio"
15-1-219,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Alvarez Jonte 2201",-34.60529570,-58.47402890,"219 - Villa Del Parque","Autoservicio"
15-1-220,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Glew,"Cl Patria 0",-34.88721600,-58.38425100,"220 - Glew","Autoservicio"
15-1-222,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Capitan Sarmiento","Cl Rivadavia 536",-34.17321400,-59.79579600,"222 - Capitan Sarmiento","Autoservicio"
15-1-223,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Sanabria 2930",-34.60968920,-58.50769770,"223 - Villa Devoto","Autoservicio"
15-1-224,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Avellaneda 2102",-34.62300670,-58.46120860,"224 - Flores","Autoservicio"
15-1-225,15,1,"Supermercados DIA","DIA Argentina S.A",AR-S,Firmat,"Cl Cordoba 886",-33.45979200,-61.48845100,"225 - Firmat","Autoservicio"
15-1-226,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"25 De Mayo","Cl Calle 9 Y Calle 32 1300",-35.43329500,-60.16646100,"226 - 25 De Mayo","Autoservicio"
15-1-228,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Federico Lacroze 2842",-34.57412840,-58.44732670,"228 - Colegiales","Autoservicio"
15-1-23,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Rafael Castillo","Cl Santa Cruz 1038",-34.69970460,-58.62472990,"23 - Rafael Castillo","Autoservicio"
15-1-230,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Carlos Casares","Cl San Martin 0",-35.62500400,-61.36506300,"230 - Carlos Casares","Autoservicio"
15-1-231,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Los Toldos","Cl Avellaneda 205",-35.00172000,-61.03402000,"231 - Los Toldos","Autoservicio"
15-1-233,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Campana,"Cl Belgrano 390",-34.16411360,-58.95797570,"233 - Campana","Autoservicio"
15-1-234,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Pergamino,"Av Julio A Roca 281",-33.89399050,-60.56907370,"234 - Pergamino","Autoservicio"
15-1-237,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Rojas,"Cl Julio Iribarne 291",-34.19590000,-60.73251700,"237 - Rojas","Autoservicio"
15-1-238,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Rivadavia 872",-34.63916930,-58.51710090,"238 - Liniers","Autoservicio"
15-1-239,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cordoba 5101",-34.59079980,-58.43530560,"239 - Palermo","Autoservicio"
15-1-24,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Av.San Martin 2687",-34.60312330,-58.46375230,"24 - La Paternal","Autoservicio"
15-1-240,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Pilar,"Av Thomas Marquez Y Braschi 1000",-34.46324100,-58.91089300,"240 - Pilar","Autoservicio"
15-1-241,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Rojas 243",-34.61783750,-58.44255060,"241 - Caballito","Autoservicio"
15-1-242,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av De Los Incas 5260",-34.58722690,-58.48217760,"242 - Parque Chas","Autoservicio"
15-1-243,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Arrecifes,"Cl Ricardo Gutierrez 435",-34.06175100,-60.10468900,"243 - Arrecifes","Autoservicio"
15-1-244,15,1,"Supermercados DIA","DIA Argentina S.A",AR-S,"Venado Tuerto","Av Estrugamou 1657",-33.75000000,-61.96564100,"244 - Venado Tuerto","Supermercado"
15-1-245,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Gral J. G. Artigas 5467",-34.57733720,-58.50320590,"245 - Villa Pueyrredon","Autoservicio"
15-1-248,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Chivilcoy,"Av Ceballos 172",-34.89404640,-60.02281340,"248 - Chivilcoy","Autoservicio"
15-1-25,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Bernal,"Cl Belgrano 388",-34.71162940,-58.28206770,"25 - Bernal","Autoservicio"
15-1-250,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"General Belgrano","Av Espaã±A 700",-35.76707100,-58.49330900,"250 - General Belgrano","Autoservicio"
15-1-251,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Roque Perez","Av Mitre 1183",-35.39836600,-59.33089700,"251 - Roque Perez","Autoservicio"
15-1-252,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Thames 2447",-34.58169070,-58.42232680,"252 - Palermo","Autoservicio"
15-1-253,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Navarro,"Cl Bme Mitre 431",-35.00515100,-59.27807400,"253 - Navarro","Autoservicio"
15-1-254,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av San Juan 4231",-34.62668640,-58.42458180,"254 - Boedo","Autoservicio"
15-1-256,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Lobos,"Cl Pte Peron 345",-35.18884120,-59.09678290,"256 - Lobos","Autoservicio"
15-1-257,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Ayacucho,"Cl Alem 925",-37.15398000,-58.48737700,"257 - Ayacucho","Autoservicio"
15-1-258,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Andres De Giles","Av Rivadavia 569",-34.44285800,-59.44689600,"258 - San Andres De Giles","Autoservicio"
15-1-26,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Lanus,"Cl  San Vladimiro 3165",-34.70736740,-58.41818550,"26 - Lanus","Autoservicio"
15-1-260,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Pedro","Av Belgrano 949",-33.67874160,-59.66796140,"260 - San Pedro","Autoservicio"
15-1-261,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Sarmierto 1282",-34.60518590,-58.38478110,"261 - San Nicolas","Autoservicio"
15-1-262,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Eva Peron 1790",-34.63554480,-58.44837580,"262 - Parque Chacabuco","Autoservicio"
15-1-263,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Lacarra 574",-34.64017320,-58.48130560,"263 - Parque Avellaneda","Autoservicio"
15-1-264,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Tigre,"Cl Santa Maria 2539",-34.41845650,-58.59602170,"264 - Tigre","Autoservicio"
15-1-265,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Azul,"Av San Martin 676",-36.78106580,-59.85959110,"265 - Azul","Autoservicio"
15-1-266,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Matheu 1756",-34.62982110,-58.39805130,"266 - Parque Patricios","Autoservicio"
15-1-268,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Riobamba 1014",-34.59710410,-58.39478610,"268 - Recoleta","Autoservicio"
15-1-269,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Arcos 2192",-34.55949870,-58.45459060,"269 - Belgrano","Autoservicio"
15-1-27,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Rivadavia 7850",-34.63221720,-58.47511240,"27 - Floresta","Autoservicio"
15-1-270,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Tigre,"Cl Hipolito Yrigoyen 1973",-34.46929020,-58.65122280,"270 - Tigre","Autoservicio"
15-1-271,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av San Juan 1932",-34.62288460,-58.39318350,"271 - San Cristobal","Autoservicio"
15-1-272,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Scalabrini Ortiz 2067",-34.58806940,-58.42058390,"272 - Palermo","Autoservicio"
15-1-273,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Tandil,"Av Colon 1143",-37.31741100,-59.13468900,"273 - Tandil","Autoservicio"
15-1-274,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Monroe 1911",-34.55558220,-58.45540280,"274 - Belgrano","Autoservicio"
15-1-275,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"General Madariaga","Cl Sarmiento 1400",-37.00343900,-57.13608100,"275 - General Madariaga","Autoservicio"
15-1-276,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Jose Manuel Marmol","Cl Bynnon 1704",-34.79601960,-58.38596180,"276 - Jose Manuel Marmol","Autoservicio"
15-1-277,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cabildo 3822",-34.54795460,-58.46899030,"277 - Saavedra","Autoservicio"
15-1-278,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Balcarce,"Cl Boulevar Del Valle 512",-37.84075160,-58.25625230,"278 - Balcarce","Autoservicio"
15-1-279,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Longchamps,"Cl Rivadavia 1495",-34.85823000,-58.38930800,"279 - Longchamps","Autoservicio"
15-1-28,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Merlo,"Cl Av. San Martin 2971",-34.68667730,-58.73184540,"28 - Merlo","Autoservicio"
15-1-280,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Nicolas","Cl Pellegrini 328",-33.33460280,-60.21889720,"280 - San Nicolas","Autoservicio"
15-1-281,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Chacabuco,"Av Hipolito Yrigoyen 51",-34.63467340,-60.46422240,"281 - Chacabuco","Autoservicio"
15-1-282,15,1,"Supermercados DIA","DIA Argentina S.A",AR-S,"Arroyo Seco","Cl Hipolito Yrigoyen 229",-33.15612400,-60.51271100,"282 - Arroyo Seco","Autoservicio"
15-1-283,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Pilar,"Av Tratado Del Pilar 131",-34.45276720,-58.90790060,"283 - Pilar","Autoservicio"
15-1-284,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Berutii 3434",-34.58630490,-58.41097010,"284 - Palermo","Autoservicio"
15-1-286,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Migueletes 752",-34.56677340,-58.43356170,"286 - Palermo","Autoservicio"
15-1-287,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"San Miguel","Cl Angel Delia 1621",-34.54069850,-58.71082100,"287 - San Miguel","Autoservicio"
15-1-288,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Acoyte 232",-34.61548940,-58.43764460,"288 - Caballito","Autoservicio"
15-1-289,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Benito Juarez","Av Libertad 150",-37.67156200,-59.80737800,"289 - Benito Juarez","Autoservicio"
15-1-29,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Asamblea 968",-34.63516290,-58.43834030,"29 - Parque Chacabuco","Autoservicio"
15-1-290,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Austria 2355",-34.58618130,-58.40150540,"290 - Recoleta","Autoservicio"
15-1-291,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Alvarez Thomas 1520",-34.57846700,-58.46348180,"291 - Villa Ortuzar","Autoservicio"
15-1-292,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Eva Peron 5061",-34.65857590,-58.47994230,"292 - Mataderos","Autoservicio"
15-1-293,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Bolivar 1474",-34.62515040,-58.37261680,"293 - San Telmo","Autoservicio"
15-1-294,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Montaã±Eses 2014",-34.55822890,-58.44821830,"294 - Belgrano","Autoservicio"
15-1-296,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av San Martin 6948",-34.59150080,-58.51168900,"296 - Villa Devoto","Autoservicio"
15-1-297,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Daireaux,"Cl Lavalle 99",-36.59970700,-61.74946200,"297 - Daireaux","Autoservicio"
15-1-298,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Olavarria,"Cl Rivadavia 2746",-36.89408800,-60.32296700,"298 - Olavarria","Autoservicio"
15-1-299,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Alberdi 6691",-34.65724160,-58.50957640,"299 - Mataderos","Autoservicio"
15-1-3,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Entre Rios 735",-34.61732020,-58.39169130,"3 - Balvanera","Autoservicio"
15-1-30,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Moron,"Cl Rivadavia 6275",-34.64601080,-58.59293890,"30 - Moron","Autoservicio"
15-1-300,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Santa Fe 5222",-34.57667330,-58.43156290,"300 - Palermo","Autoservicio"
15-1-301,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Marcelo T De Alvear 1459",-34.59707820,-58.38777180,"301 - Recoleta","Autoservicio"
15-1-302,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Gaona 2416",-34.61443990,-58.46084990,"302 - Flores","Autoservicio"
15-1-303,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Sarandi 260",-34.61239160,-58.39471040,"303 - Balvanera","Autoservicio"
15-1-304,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Azcuenaga 1459",-34.59195080,-58.39835170,"304 - Recoleta","Autoservicio"
15-1-305,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,Gualeguaychu,"Cl Rivadavia 590",-33.00711110,-58.51193210,"305 - Gualeguaychu","Autoservicio"
15-1-306,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Emilio Castro 7471",-34.65521740,-58.52239070,"306 - Liniers","Autoservicio"
15-1-307,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Charcas 3259",-34.59208240,-58.41185260,"307 - Recoleta","Autoservicio"
15-1-308,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Gaona 3163",-34.61824120,-58.46994220,"308 - Villa General Mitre","Autoservicio"
15-1-31,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Artigas 4746",-34.58312250,-58.49805040,"31 - Villa Pueyrredon","Autoservicio"
15-1-310,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Pehuajo,"Cl Mitre 316",-35.81316000,-61.89698100,"310 - Pehuajo","Autoservicio"
15-1-313,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Carmen De Areco","Av Mitre Y Dowling 557",-34.38066860,-59.82232670,"313 - Carmen De Areco","Autoservicio"
15-1-316,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Nazca 4044",-34.59112270,-58.49783180,"316 - Agronomia","Autoservicio"
15-1-317,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Crisologo Larralde 3012",-34.55201420,-58.47365850,"317 - NuÃ±ez","Autoservicio"
