IdSucursal,IdComercio,IdBandera,banderaDescripcion,comercioRazonSocial,provincia,localidad,dirección,lat,lng,sucursalNombre,sucursalTipo
7-1-8,7,1,"Supermercados Cordiez","Cyre S.A.",AR-X,CORDOBA,"Av. Fuerza Aerea 1902",-31.43034400,-64.21490900,"Cordiez 8","Supermercado"
7-2-801,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,CORDOBA,"Av. Vucetich 6714",-31.46526500,-64.09397900,"Mercamax 801","Supermercado"
7-2-802,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,"VILLA DEL ROSARIO","San Juan 760",-31.55759200,-63.53674200,"Mercamax 802","Supermercado"
7-2-803,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,CORDOBA,"Agustin Garzon Esq. Centro America None",-31.42441400,-64.15938300,"Mercamax 803","Supermercado"
7-2-804,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,CORDOBA,"Av. De Mayo 1225",-31.47560600,-64.22125800,"Mercamax 804","Supermercado"
7-2-805,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,"JESUS MARIA","Av. Dr. Miguel Juárez 592",-30.98093400,-64.10463400,"Mercamax 805","Supermercado"
7-2-806,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,CORDOBA,"Ruta 9 Km 9 None",-31.31242100,-64.17662800,"Mercamax 806","Supermercado"
7-2-807,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,CORDOBA,"Coornelio Saavedra 2990",-31.37848100,-64.19608700,"Mercamax 807","Supermercado"
7-2-808,7,2,"Abastecimiento Mercamax","Cyre S.A.",AR-X,CORDOBA,"Aaron Castellanos 1955",-31.43248200,-64.23448000,"Mercamax 808","Supermercado"
8-1-1,8,1,"Mariano Max","Mariano S.A.",AR-X,CORDOBA,"Av. 11 De Septiembre 2765",-31.44329500,-64.14826400,"Sucursal 1","Supermercado"
8-1-2,8,1,"Mariano Max","Mariano S.A.",AR-X,CORDOBA,"Av. Arturo Capdevila 1831",-31.37956900,-64.14765200,"Sucursal 2","Hipermercado"
8-1-3,8,1,"Mariano Max","Mariano S.A.",AR-X,CORDOBA,"Carlos Gimenez 35",-31.36589600,-64.16644000,"Sucursal 3","Supermercado"
8-1-4,8,1,"Mariano Max","Mariano S.A.",AR-X,"jesus maria","Italia 363",-30.97874500,-64.09245600,"Sucursal 4","Supermercado"
8-1-5,8,1,"Mariano Max","Mariano S.A.",AR-X,CORDOBA,"Av. Santa Ana 3551",-31.41273800,-64.23076800,"Sucursal 5","Hipermercado"
8-1-6,8,1,"Mariano Max","Mariano S.A.",AR-X,"CRUZ DEL EJE","Av. Mitre  Esquina José Hernández 0",-30.72477800,-64.80168000,"Sucursal 6","Hipermercado"
8-1-7,8,1,"Mariano Max","Mariano S.A.",AR-X,CORDOBA,"Av. Vélez Sársfield 4051",-31.45737200,-64.20039900,"Sucursal 7","Hipermercado"
8-1-8,8,1,"Mariano Max","Mariano S.A.",AR-X,"Valle Hermoso","Ruta Nac Nº 38 Esquina Calle Las Sierras 0",-31.10827700,-64.48419600,"Sucursal 8","Hipermercado"
8-1-9,8,1,"Mariano Max","Mariano S.A.",AR-X,"jesus maria","Ruta Nac. Nº 9 Esquina Calle Corrientes 0",-30.97725500,-64.08440700,"Sucursal 9","Hipermercado"
9-1-10,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Larrea 833",-34.59850000,-58.40320000,Larrea.,"Supermercado"
9-1-110,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,SALTA,"Avenida Reyes Catolicos 1480",-24.75810000,-65.39860000,"Tres Cerritos.","Supermercado"
9-1-113,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"RIO CUARTO","Granderos 200",-33.11600000,-64.35090000,"Río Cuarto.","Supermercado"
9-1-114,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Juan B. Justo 3900",-31.37960000,-64.17560000,"Juan B. Justo.","Supermercado"
9-1-119,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Araoz 265",-34.61480000,-58.43490000,Aráoz.,"Supermercado"
9-1-122,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"BAHIA BLANCA","Capitan Maetinez 1356",-38.73010000,-62.25020000,"Bahía Blanca I","Supermercado"
9-1-125,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-T,"SAN MIGUEL DE TUCUMAN","Av. Sarmiento Domiengo Faustino 750",-26.82550000,-65.21680000,Sarmiento.,"Supermercado"
9-1-127,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"BAHIA BLANCA","Casanova Eliseo 472",-38.70810000,-62.26860000,"Bahía Blanca. II.","Supermercado"
9-1-13,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-G,"SANTIAGO DEL ESTERO","Av. Rivadavia Esq. Ejercito Argentino 0",-27.77860000,-64.25780000,Santiago.,"Hipermercado"
9-1-134,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-T,"SAN MIGUEL DE TUCUMAN","Avenida Roca Pres Gral Julio Argentino 759",-26.83980000,-65.22280000,Roca.,"Supermercado"
9-1-140,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,ORAN,"20 De Febrero Esq. Guemes 0",-23.13080000,-64.32610000,"SM 140 Orán - Salta.","Supermercado"
9-1-150,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"SAN ANTONIO DE PADUA","Avenida Peron Presidente Juan Domingo 23740",-34.66570000,-58.69710000,Padua,"Supermercado"
9-1-153,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,MORON,"Avenida Rivadavia 17552",-34.64880000,-58.61260000,"Morón I.","Supermercado"
9-1-155,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,CASTELAR,"Avenida Zeballos Dr. Estanislao 3154",-34.65610000,-58.65190000,"Castelar Sur.","Supermercado"
9-1-158,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,MERLO,"Suipacha 645",-34.66670000,-58.72790000,"Merlo I.","Supermercado"
9-1-159,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,MERLO,"Avenida Del Libertador 28",-34.67330000,-58.72460000,"Merlo II.","Supermercado"
9-1-160,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,MORENO,"Avenida Del Libertad 552",-34.64350000,-58.79050000,"Moreno I.","Supermercado"
9-1-162,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,LUJAN,"25 De Mayo 260",-34.56230000,-59.11990000,Luján.,"Supermercado"
9-1-164,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,HURLINGHAM,"Camino De Cintura Gobernador Vergara 3275",-34.60310000,-58.63540000,Hurlingham.,"Supermercado"
9-1-165,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,MERCEDES,"Avenida 29 399",-34.65330000,-59.43270000,Mercedes.,"Supermercado"
9-1-170,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"GODOY CRUZ","Avenida San Martin Sur Gral Jose De 698",-32.91740000,-68.84610000,"Vea 1.","Supermercado"
9-1-171,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"GODOY CRUZ","Sarmiento Domindo Faustino 998",-32.93930000,-68.83470000,"Vea 2.","Supermercado"
9-1-172,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"VILLA NUEVA DE GUAYMALLEN","Godoy Cruz Dr. Tomas 3825",-32.89420000,-68.78900000,"Vea 3.","Supermercado"
9-1-173,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"VILLA NUEVA DE GUAYMALLEN","Ignacio Molina 325",-32.90390000,-68.80340000,"Vea 5.","Supermercado"
9-1-174,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"GODOY CRUZ","Paso De Los Andes 850",-32.88970000,-68.85900000,"Vea 6.","Supermercado"
9-1-175,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"GODOY CRUZ","America 2780",-32.91270000,-68.87620000,"Vea 7.","Supermercado"
9-1-176,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"GODOY CRUZ","Perito Moreno 1481",-32.94140000,-68.84830000,"Vea 8.","Supermercado"
9-1-179,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"LAS HERAS","San Miguel 1650",-32.85120000,-68.84120000,"Vea 11.","Supermercado"
9-1-180,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"Santiago Del Estero Provincia De 25",-32.87070000,-68.83370000,"Vea 12.","Supermercado"
9-1-181,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"VILLA NUEVA DE GUAYMALLEN","Godoy Cruz 1105",-32.88930000,-68.81820000,"Vea 14.","Supermercado"
9-1-182,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"9 De Julio 100",-33.08180000,-68.47220000,"Vea 15.","Supermercado"
9-1-183,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"Perrupato 356",-33.08630000,-68.48070000,"Vea 16.","Supermercado"
9-1-184,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"BARRIO RIVADAVIA","Lavalle 942",-33.07080000,-68.47290000,"Vea 17.","Supermercado"
9-1-185,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,TUNUYAN,"San Martin 1211",-33.03250000,-68.87770000,"Vea 18.","Supermercado"
9-1-187,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MAIPU,"Vasquez Padre 328",-32.98240000,-68.78830000,"Vea 20.","Supermercado"
9-1-188,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"Paso De Los Andes 82",-32.89970000,-68.85980000,"Vea 21.","Supermercado"
9-1-189,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"VILLA NUEVA DE GUAYMALLEN","Acceso Este 3280",-32.90180000,-68.79710000,"Vea 23 - Shopping.","Supermercado"
9-1-19,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Bulnes 1048",-34.59920000,-58.41990000,Bulnes.,"Supermercado"
9-1-190,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"LAS HERAS","Moyano Lisandro 302",-32.86280000,-68.82220000,"Vea 24.","Supermercado"
9-1-191,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"SAN RAFAEL","Av. Yrigoyen Presindente 875",-34.61280000,-68.34030000,"Vea 25.","Supermercado"
9-1-192,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"R. Panamericana 2675",-32.95570000,-68.85770000,"Vea 26.","Supermercado"
9-1-193,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","Av. Del Libertador 2359",-31.52780000,-68.56710000,"Vea 27.","Supermercado"
9-1-194,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","25 De Mayo Y Jujuy 0",-31.53090000,-68.52100000,"Vea 28.","Supermercado"
9-1-195,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"RIO CUARTO","Avenida Alvear Presidente Marcelo Torcuato De 350",-33.11050000,-64.34010000,"Vea 29 - M.T. de Alvear Cba..","Supermercado"
9-1-196,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"VILLA NUEVA DE GUAYMALLEN","Matienzo Benjamin 936",-32.88840000,-68.82520000,Mayorista.,"Supermercado"
9-1-20,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,LANUS,"Avenida Yrigoyen Presidente Hipolito 4174",-34.70310000,-58.39390000,Lanús.,"Supermercado"
9-1-220,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"LUJAN DE CUYO","San Martin 880",-33.03590000,-68.87900000,"Vea 30.","Supermercado"
9-1-232,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"VILLA MARIA","Boulevard Velez Sarsfield 411",-32.40860000,-63.25650000,"Villa María II.","Supermercado"
9-1-234,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,CASEROS,"Avenida Mitre Bartolome 4650",-34.61060000,-58.56080000,Caseros.,"Supermercado"
9-1-24,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Av. Santa Fe 2653",-34.59360000,-58.40470000,Galería.,"Supermercado"
9-1-240,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Avenida Independencia 4221",-34.62160000,-58.42780000,Boedo.,"Supermercado"
9-1-241,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"MAR DEL PLATA","Edison Thomas Alva 1118",-38.04690000,-57.55350000,Edison.,"Supermercado"
9-1-242,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-K,"VILLA DOLORES","Avenida Castillo Pres Ramon 254",-28.44800000,-65.71870000,"Patio Palmera","Supermercado"
9-1-243,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-K,"SAN FDO DEL VALLE DE CATAMARCA","Avenida Belgrano Manuel 960",-28.46030000,-65.77280000,Catamarca.,"Supermercado"
9-1-32,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Buchardo 1654",-31.40340000,-64.16550000,Buchardo.,"Supermercado"
9-1-36,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"LA PLATA","45 377",-34.90680000,-57.95060000,"La Plata II.","Supermercado"
9-1-398,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"RODEO DE LA CRUZ","Bandera De Los Andes 10008",-32.90620000,-68.78290000,"Vea 31.","Supermercado"
9-1-399,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"Tropero Sosa 15",-33.08650000,-68.46190000,"Vea 32.","Supermercado"
9-1-40,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,SALTA,"Mitre 549 0",-24.78460000,-65.40990000,Mitre..,"Supermercado"
9-1-400,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"VILLA NUEVA DE GUAYMALLEN","Pedro Vargas 355",-32.90290000,-68.83290000,"Vea 33.","Supermercado"
9-1-401,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MAIPU,"Urquiza 3620",-32.91220000,-68.78580000,"Vea 35.","Supermercado"
9-1-402,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"Patricias Mendocinas 1730",-32.88210000,-68.84150000,"Vea 34.","Supermercado"
9-1-408,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","Salta Norte 1048",-31.52350000,-68.53650000,"Vea 39.","Supermercado"
9-1-410,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","General Acha 1482",-31.51720000,-68.52590000,"Vea 41.","Supermercado"
9-1-413,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","Av. Ignacio De La Roza 1946",-31.53890000,-68.55560000,"Vea 44.","Supermercado"
9-1-414,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","Avenida Albarracin De Sarmiento Norte Paula 420",-31.53580000,-68.51440000,"Vea 45.","Supermercado"
9-1-415,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","Diagonal Sarmiento Y Rivadavia Caucete 0",-31.53580000,-68.51420000,"Vea 46.","Supermercado"
9-1-417,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","General Acha 130",-31.53570000,-68.52440000,"Vea 48.","Supermercado"
9-1-423,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-D,"VILLA MERCEDES","Avenida Mitre 679",-33.68060000,-65.46400000,"Vea 36.","Supermercado"
9-1-430,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-S,FUNES,"Ruta Nacional 9 0",-32.92230000,-60.80340000,Funes,"Supermercado"
9-1-432,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"San Jeronimo 2830",-31.42350000,-64.14720000,"San Vicente.","Supermercado"
9-1-433,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-R,CIPOLLETTI,"Brentana Padre Jose Maria 370",-38.93870000,-67.98900000,Cipolletti.,"Hipermercado"
9-1-434,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Olmos Emilio F 78",-31.42790000,-64.18330000,"Olmos I.","Supermercado"
9-1-437,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Fuerza Aerea Argentina 2080",-31.43030000,-64.21900000,"Ruta 20.","Supermercado"
9-1-440,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Boulevard Chacabuco 199",-31.42250000,-64.18230000,Chacabuco.,"Supermercado"
9-1-453,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Sabattini Dr Amadeo 2180",-31.43330000,-64.15680000,"Ruta 9.","Supermercado"
9-1-455,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Colon Esquina P. Zanni 0",-31.40540000,-64.21190000,Zanni.,"Supermercado"
9-1-464,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"SAN FRANCISCO","Avenida 25 De Mayo 2127",-31.42880000,-62.08940000,"San Francisco.","Supermercado"
9-1-466,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Armada Argentina 334",-31.45360000,-64.20620000,"Armada Argentina.","Supermercado"
9-1-472,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Ciudad De Valparaiso 2048",-31.44500000,-64.18680000,Ipona.,"Supermercado"
9-1-473,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida 24 De Septiembre 1330",-31.41370000,-64.16560000,"24 de Septiembre.","Supermercado"
9-1-475,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Nuñez Rafael 5557",-31.35270000,-64.24620000,Arguello.,"Supermercado"
9-1-476,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Avenida Colon 461",-31.41160000,-64.18930000,"Colon II.","Supermercado"
9-1-478,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"BELL VILLE","Boulevard Colon 850",-32.61900000,-62.69380000,Bellville.,"Supermercado"
9-1-479,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"RIO CUARTO","Avenida Sabattini Dr Amadeo 2136",-33.13830000,-64.35380000,"Rio Cuarto.","Supermercado"
9-1-485,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,CORDOBA,"Moyano Saul 200",-31.34510000,-64.33880000,"La Calera..","Supermercado"
9-1-503,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"MARCOS JUAREZ","Boulevard Lardizabal Ignacio Maria 900",-32.69810000,-62.10460000,"Marcos Juarez.","Supermercado"
9-1-505,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-K,"SAN FDO DEL VALLE DE CATAMARCA","Avenida Guemes Gral Martin Miguel De 856",-28.47570000,-65.77450000,"Catamarca III.","Supermercado"
9-1-51,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,NECOCHEA,"Av. 59 Esq. Calle 38 1660",-38.56110000,-58.73050000,NECOCHEA,"Supermercado"
9-1-52,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"SAN CLEMENTE DEL TUYU","Calle 3 3189",-36.35880000,-56.71860000,"SAN CLEMENTE","Supermercado"
9-1-544,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-J,"SAN JUAN","Av. Libertador General San Martín 4795",-31.52920000,-68.58770000,"San Juan","Supermercado"
9-1-545,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,TUPUNGATO,"Liniers Santiago De 235",-33.36360000,-69.14360000,"SM 545 Tupungato Mza.","Supermercado"
9-1-546,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,MENDOZA,"Cerro Siete Colores 2496",-32.87600000,-68.88360000,"B° Dalvian","Supermercado"
9-1-548,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"EUGENIO BUSTOS","Bosco San Juan 462",-33.77630000,-69.06200000,"SAN CARLOS","Supermercado"
9-1-550,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-K,"SAN FDO DEL VALLE DE CATAMARCA","Av. Felipe Figueroa Esq. Juan De Sosa Y Leon 0",-28.46500000,-65.80120000,"Catamarca IV","Supermercado"
9-1-551,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-T,"SAN MIGUEL DE TUCUMAN","Av. Francisco De Aguirre Y Av. Ejército Del Norte 0",-26.78960000,-65.22260000,"Ejercito del Norte","Supermercado"
9-1-56,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"MAR DEL PLATA","Avenida Luro Pedro 3901",-37.99220000,-57.55870000,"Luro y Guido","Supermercado"
9-1-584,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-M,"SAN RAFAEL","Av. Mitre Y Patricias Mendocinas 0",-34.62050000,-68.31710000,"SM 584 San Rafael III Mza.","Supermercado"
9-1-6,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Avenida Alberdi Juan Bautista 1363",-34.62480000,-58.44930000,Alberdi.,"Supermercado"
9-1-631,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"SAN PEDRO","Balcarce Entre Ituzaingo Y M. Porta 0",-33.67780000,-59.66850000,"SAN PEDRO","Supermercado"
9-1-633,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"LA PLATA","Calle 525 1316",-34.89550000,-57.98010000,"Pinocho I.","Supermercado"
9-1-636,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"LA PLATA","Calle 13 1936",-34.93620000,-57.93440000,"Pinocho IV.","Supermercado"
9-1-638,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"LA PLATA","Calle 19 143",-34.91030000,-57.98290000,"Pinocho VI.","Supermercado"
9-1-64,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,SALTA,"Esteco Y Rioja 0",-24.79810000,-65.41680000,Esteco.,"Supermercado"
9-1-640,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"LA PLATA","Calle 47 Noreste 0",-34.91680000,-57.95620000,"Pinocho VIII.","Supermercado"
9-1-645,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-Y,"SAN SALVADOR DE JUJUY","Av. Dr. Joaquín Carillo Esq. Dr. Vidal 0",-24.18720000,-65.32040000,"Ciudad de Nieva","Supermercado"
9-1-646,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-Y,"SAN SALVADOR DE JUJUY","Guemes Gral Martin Miguel De 955",-24.18290000,-65.30630000,"Guemes 955","Supermercado"
9-1-655,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,SALTA,"Avenida Houssay Dr Bernardo, Esq. Colectora 0",-24.72980000,-65.41270000,"Ciudad Judicial","Supermercado"
9-1-656,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,SALTA,"Av. Ex Combatientes De Malvinas 3900",-24.84140000,-65.43310000,"Salta Sur","Supermercado"
9-1-657,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,SALTA,"Avenida Sarmiento Y O´Higgins 0",-24.77670000,-65.41480000,"Salta IV.","Supermercado"
9-1-658,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-A,SALTA,"Florida 50",-24.79030000,-65.41180000,"Salta V.","Supermercado"
9-1-659,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-T,"SAN MIGUEL DE TUCUMAN","Cordoba Provincia De 649",-26.83060000,-65.21770000,"Tucumán V.","Supermercado"
9-1-660,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-T,"SAN MIGUEL DE TUCUMAN","Avenida Alem Leandro Niceforo 240",-26.83280000,-65.22820000,"Tucumán VI.","Supermercado"
9-1-665,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Manzanares Sold 3953",-34.55450000,-58.48350000,"SM Manzanares.","Supermercado"
9-1-668,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,ROJAS,"Pueblos Originarios 351",-34.19610000,-60.73390000,Rojas,"Supermercado"
9-1-669,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,PERGAMINO,"Merced 1183",-33.89880000,-60.57630000,Pergamino,"Supermercado"
9-1-674,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-H,RESISTENCIA,"Avenida Alberdi Juan Bautista 528",-27.45510000,-58.99130000,Resistencia,"Supermercado"
9-1-677,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,SALADILLO,"Ministro Soho 2936",-35.63880000,-59.77620000,Saladillo,"Supermercado"
9-1-685,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-E,CHAJARI,"Av. 9 De Julio E/ Mendoza Y Chaco 0",-30.76250000,-57.99390000,Chajari,"Supermercado"
9-1-686,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-E,GUALEGUAYCHU,"San Martín Entre Parana Y Gualeguay 0",-33.01060000,-58.52790000,Gualeguaychú,"Supermercado"
9-1-688,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-W,GOYA,"Belgrano Gral Manuel 799",-29.13700000,-59.26460000,"Goya II","Supermercado"
9-1-690,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-X,"RIO TERCERO","Avenida Acuña Modesto 50",-32.17400000,-64.10940000,"Rio Tercero II.","Supermercado"
9-1-691,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-W,"PASO DE LOS LIBRES","Mitre Y Reguera 0",-29.70580000,-57.09750000,"Paso de los Libres","Supermercado"
9-1-692,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,LANUS,"Avenida Yrigoyen Presidente Hipolito 3043",-34.69140000,-58.39140000,Lanus,"Hipermercado"
9-1-696,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Avenida San Juan 2862",-34.62450000,-58.40660000,"San Juan.","Hipermercado"
9-1-697,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"GENERAL PACHECO","La Rioja S/N Entre J.M. Paz Y Bs As 0",-34.45660000,-58.62590000,Pacheco,"Hipermercado"
9-1-698,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,"MONTE GRANDE","Boulevard Buenos Aires 1136",-34.81210000,-58.45110000,"Monte Grande","Hipermercado"
9-1-70,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-T,"YERBA BUENA","Av. Aconquija Y L.L. De La Vega 0",-26.81490000,-65.28250000,"Yerba Buena.","Supermercado"
9-1-700,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Avenida Cordoba 6103",-34.58360000,-58.44860000,Córdoba,"Hipermercado"
9-1-702,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,LOBOS,"Albertini Pbto Jose 9",-35.18630000,-59.09790000,Lobos.,"Supermercado"
9-1-703,9,1,Vea,"Jumbo Retail Argentina S.A.",AR-B,CAÑUELAS,"Azcuenaga 738",-35.05020000,-58.75610000,Cañuelas.,"Supermercado"
